time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance_million,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus_million,total_revenue_reserve_schools_deficit_million,schools_surplus_over_threshold,school_over_threshold_pc_surplus,school_surplus_over_threshold_million,school_over_threshold_av_per_school,B01_million,B02_million,B03_million,B05_million,B06_million,OB01_million,OB02_million,OB03_million,total_income_million
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Warrington,877,E06000007,Secondary,4,3,1,75,25,0.47,117211,2.5,0.5,-0.03,1,33.3,0.29,286535,-0.03,0.5,0,0,0,0.71,0,0,18.88
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Warrington,877,E06000007,Special,3,3,0,100,0,0.74,245149,11,0.74,0,2,66.7,0.66,329669,0.54,0.2,0,0,0,1.5,0,0,6.67
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,All LA maintained schools,599,559,40,93.3,6.7,44.98,75089,5.4,52.98,-8,269,48.1,34.89,129700,7.97,37.01,0.02,0,0,53.71,0,0,835.35
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,Nursery,24,19,5,79.2,20.8,0.8,33342,5.8,0.91,-0.11,10,52.6,0.6,59575,0.26,0.54,0,0,0,0.85,0,0,13.69
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,Primary,474,457,17,96.4,3.6,34,71737,7.2,34.27,-0.26,216,47.3,21.68,100391,4.26,29.74,0,0,0,36.87,0,0,469.19
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,PRU,9,7,2,77.8,22.2,0.56,61925,4.6,0.74,-0.18,4,57.1,0.52,131137,0,0.56,0,0,0,0.92,0,0,12.23
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,Secondary,62,48,14,77.4,22.6,4.4,71034,1.6,11.77,-7.36,21,43.8,7.99,380571,2.14,2.26,0.02,0,0,10.58,0,0,279.91
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,Special,30,28,2,93.3,6.7,5.21,173780,8.6,5.3,-0.09,18,64.3,4.09,227375,1.31,3.91,0,0,0,4.49,0,0,60.33
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackburn with Darwen,889,E06000008,All LA maintained schools,57,52,5,91.2,8.8,5.54,97233,5.9,5.79,-0.25,23,44.2,3.85,167515,5.57,0,0.07,0.04,-0.03,6.25,-0.04,0.08,94.31
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackburn with Darwen,889,E06000008,Nursery,3,1,2,33.3,66.7,-0.08,-26599,-7.5,0.01,-0.09,0,0,0,0,-0.08,0,0.01,0,0,-0.05,0,0.01,1.07
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackburn with Darwen,889,E06000008,Primary,48,46,2,95.8,4.2,4.13,85960,6,4.19,-0.07,18,39.1,2.26,125676,4.16,0,0.06,0,-0.03,4.67,-0.04,0.04,68.28
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackburn with Darwen,889,E06000008,PRU,1,1,0,100,0,0.22,215672,8.6,0.22,0,1,100,0.22,215672,0.22,0,0,0,0,0.19,0,0,2.49
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackburn with Darwen,889,E06000008,Secondary,3,2,1,66.7,33.3,0.83,275646,4.7,0.92,-0.09,2,100,0.92,460801,0.83,0,0,0.04,0,1.16,0,0.04,17.42
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackburn with Darwen,889,E06000008,Special,2,2,0,100,0,0.45,226696,9,0.45,0,2,100,0.45,226696,0.45,0,0,0,0,0.29,0,0,5.05
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackpool,890,E06000009,All LA maintained schools,19,18,1,94.7,5.3,2.51,131932,7.1,2.56,-0.05,7,38.9,1.67,238335,1.53,0.9,0.14,0,0.08,2.81,0.1,0.13,35.07
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackpool,890,E06000009,Primary,16,16,0,100,0,2.35,146688,8.8,2.35,0,7,43.8,1.67,238335,1.37,0.9,0.09,0,0.08,2.64,0.08,0.08,26.81
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackpool,890,E06000009,PRU,1,0,1,0,100,-0.05,-50302,-1,0,-0.05,0,0,0,0,-0.05,0,0.02,0,0,0.05,0,0.02,4.9
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Blackpool,890,E06000009,Special,2,2,0,100,0,0.21,105009,6.3,0.21,0,0,0,0,0,0.21,0,0.04,0,0,0.12,0.01,0.03,3.36
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire East,895,E06000049,All LA maintained schools,98,81,13,82.7,13.3,5.68,57963,4.6,6.28,-0.6,28,34.6,3.89,139093,5.7,-0.68,0.61,0,0.66,7.26,0.64,0.57,123.81
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire East,895,E06000049,Nursery,1,1,0,100,0,0.01,5894,2,0.01,0,0,0,0,0,0.01,0,0.01,0,0,-0.01,0,0,0.3
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire East,895,E06000049,Primary,88,76,9,86.4,10.2,5.01,56898,5.8,5.27,-0.26,26,34.2,3.19,122827,4.72,-0.28,0.49,0,0.57,6.24,0.57,0.51,86.04
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire East,895,E06000049,PRU,1,0,1,0,100,-0.02,-15496,-1.3,0,-0.02,0,0,0,0,0,-0.02,0.02,0,0,-0.24,0,0.02,1.23
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire East,895,E06000049,Secondary,5,2,3,40,60,0.05,10503,0.2,0.37,-0.32,1,50,0.18,181148,0.34,-0.38,0.05,0,0.09,0.6,0.07,0,31.02
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire East,895,E06000049,Special,3,2,0,66.7,0,0.63,210149,12.1,0.63,0,1,50,0.52,519960,0.63,0,0.05,0,0,0.67,0,0.04,5.23
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire West and Chester,896,E06000050,All LA maintained schools,140,121,19,86.4,13.6,10.16,72536,5,11.8,-1.65,49,40.5,8.54,174349,3.59,6.57,0.95,0,0,10.88,0,0.94,202.94
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire West and Chester,896,E06000050,Nursery,1,0,1,0,100,-0.03,-29578,-10.8,0,-0.03,0,0,0,0,-0.03,0,0.01,0,0,0,0,0.01,0.28
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire West and Chester,896,E06000050,Primary,119,104,15,87.4,12.6,7.34,61703,5.8,7.8,-0.46,38,36.5,4.99,131427,3.02,4.33,0.76,0,0,7.3,0,0.69,126.04
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire West and Chester,896,E06000050,PRU,2,2,0,100,0,0.07,34381,4.4,0.07,0,1,50,0.05,48858,0.02,0.05,0,0,0,0.05,0,0.02,1.56
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire West and Chester,896,E06000050,Secondary,10,7,3,70,30,0.93,93473,1.6,2.1,-1.16,5,71.4,1.87,374817,-0.42,1.36,0.11,0,0,2.09,0,0.16,57.32
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cheshire West and Chester,896,E06000050,Special,8,8,0,100,0,1.84,229816,10.4,1.84,0,5,62.5,1.63,325188,1,0.84,0.07,0,0,1.42,0,0.06,17.74
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,All LA maintained schools,272,223,48,82,17.6,4.16,15307,1.7,8.62,-4.46,25,11.2,1.54,61417,4.17,0,0.69,0,-0.01,7.24,-0.01,0.69,241.68
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,Nursery,6,5,1,83.3,16.7,-0.18,-29317,-7.7,0.09,-0.27,1,20,0.06,56928,-0.18,0,0.01,0,0,-0.13,0,0.01,2.3
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,Primary,244,207,36,84.8,14.8,5.91,24236,3.5,7.35,-1.44,23,11.1,1.16,50226,5.89,0,0.54,0,0.02,7.15,-0.01,0.6,167.3
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,PRU,3,1,2,33.3,66.7,0.04,13456,0.9,0.13,-0.09,0,0,0,0,0.04,0,0.01,0,0,0.28,0,0.01,4.38
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,Secondary,15,6,9,40,60,-2.03,-135497,-3.4,0.63,-2.66,1,16.7,0.32,323290,-2,0,0.12,0,-0.03,-0.51,0.01,0.06,59.08
201617,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,Special,4,4,0,100,0,0.42,104475,4.9,0.42,0,0,0,0,0,0.42,0,0.01,0,0,0.46,0,0.01,8.61
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Barnsley,370,E08000016,All LA maintained schools,52,48,3,92.3,5.8,3.58,68900,3.4,3.79,-0.21,4,8.3,0.73,182723,1.99,1.55,0.18,0.26,0.04,4.71,0.05,0.43,103.97
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Barnsley,370,E08000016,Primary,46,43,2,93.5,4.3,2.22,48316,3.8,2.28,-0.06,3,7,0.33,109650,1.1,1.13,0.17,0.26,-0.01,3.05,-0.01,0.41,57.9
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Barnsley,370,E08000016,Secondary,6,5,1,83.3,16.7,1.36,226712,3,1.51,-0.15,1,20,0.4,401943,0.89,0.42,0.02,0,0.05,1.66,0.06,0.02,46.07
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Doncaster,371,E08000017,All LA maintained schools,83,68,14,81.9,16.9,5.74,69180,5.2,6.06,-0.32,24,35.3,3.64,151699,0.47,5.18,0.35,0,0.09,7.85,0.12,0.48,110.01
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Doncaster,371,E08000017,Primary,76,62,14,81.6,18.4,4.59,60363,4.7,4.91,-0.32,19,30.6,2.55,134117,0.44,4.05,0.27,0,0.1,6.53,0.12,0.37,96.77
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Doncaster,371,E08000017,PRU,2,1,0,50,0,0.06,30898,2.3,0.06,0,0,0,0,0,0,0.06,0.01,0,0,0.13,0,0.02,2.72
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Doncaster,371,E08000017,Special,5,5,0,100,0,1.09,218509,10.4,1.09,0,5,100,1.09,218509,0.04,1.07,0.07,0,-0.01,1.18,-0.01,0.09,10.53
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,All LA maintained schools,75,60,15,80,20,3.33,44438,3.1,5.05,-1.72,20,33.3,2.72,135865,3.33,0,0.77,0,0,3.99,0,0.71,108.59
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Nursery,3,3,0,100,0,0.25,82648,8.1,0.25,0,1,33.3,0.09,89749,0.25,0,0.05,0,0,0.23,0,0.05,3.05
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Primary,60,47,13,78.3,21.7,2.91,48576,4.2,3.28,-0.36,14,29.8,1.68,120256,2.91,0,0.43,0,0,3.28,0,0.36,69.8
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,PRU,2,1,1,50,50,-0.19,-95980,-6,0.01,-0.2,0,0,0,0,-0.19,0,0.04,0,0,-0.15,0,0.03,3.21
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Secondary,4,3,1,75,25,-0.35,-86436,-1.4,0.81,-1.16,2,66.7,0.46,231648,-0.35,0,0.15,0,0,-0.05,0,0.24,24.53
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Special,6,6,0,100,0,0.71,118008,8.8,0.71,0,3,50,0.48,160222,0.71,0,0.11,0,0,0.68,0,0.03,8.01
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,All LA maintained schools,110,94,16,85.5,14.5,8.21,74611,4,11.31,-3.11,34,36.2,8.03,236157,5.85,2.37,0.02,0.03,-0.02,10.46,-0.16,-0.07,205.84
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Nursery,2,1,1,50,50,0.07,36996,8.7,0.08,-0.01,1,100,0.08,79106,0.02,0.09,0,0,-0.04,0.11,-0.05,0,0.85
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Primary,92,83,9,90.2,9.8,8.27,89860,5.9,8.94,-0.68,27,32.5,5.87,217284,6.12,2.2,0.01,0,-0.06,8.77,-0.14,-0.1,140.15
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,PRU,1,0,1,0,100,-0.64,-642507,-20.6,0,-0.64,0,0,0,0,-0.64,0,0,0,0,0.03,0,0,3.12
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Secondary,5,3,2,60,40,0.23,45550,0.7,0.75,-0.53,2,66.7,0.71,356248,0.15,0,0.01,0,0.08,0.84,0.03,0,34.7
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Special,10,7,3,70,30,0.28,28079,1,1.54,-1.25,4,57.1,1.37,342762,0.21,0.08,0,0.03,0,0.72,0,0.03,27
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Bradford,380,E08000032,All LA maintained schools,168,159,8,94.6,4.8,15.77,93898,4.6,18.13,-2.36,33,20.8,8.71,264039,0.11,15.46,0.16,2.1,0.2,18.21,0.46,0.83,342.66
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Bradford,380,E08000032,Nursery,7,7,0,100,0,0.63,90643,10.7,0.63,0,4,57.1,0.52,129083,0,1.11,0,0.11,-0.48,0.83,-0.13,0.07,5.95
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Bradford,380,E08000032,Primary,136,131,4,96.3,2.9,11.84,87073,5.1,11.91,-0.07,20,15.3,4.02,201197,0.11,11.21,0.11,1.23,0.52,12.55,0.46,0.59,231.67
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Bradford,380,E08000032,PRU,7,7,0,100,0,0.67,95209,8.9,0.67,0,4,57.1,0.5,125318,0,0.67,0.04,0.11,0,1.04,0,0.01,7.45
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Bradford,380,E08000032,Secondary,12,9,3,75,25,2.25,187727,2.8,4.38,-2.13,5,55.6,3.67,734351,0,2.11,0,0.59,0.15,3.11,0.12,0.16,81.89
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Bradford,380,E08000032,Special,6,5,1,83.3,16.7,0.38,63204,2.4,0.54,-0.16,0,0,0,0,0,0.37,0.01,0.06,0.01,0.68,0.01,0,15.71
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Calderdale,381,E08000033,All LA maintained schools,72,67,4,93.1,5.6,6.08,84409,6,7.63,-1.56,26,38.8,5.5,211367,6.33,-0.47,0.83,0.81,0.22,6.98,0.26,1.39,101.44
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Calderdale,381,E08000033,Primary,64,62,1,96.9,1.6,5.9,92230,8,5.91,-0.01,22,35.5,3.85,175039,5.42,0.27,0.71,0.22,0.21,6.21,0.24,0.85,73.82
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Calderdale,381,E08000033,PRU,1,1,0,100,0,0.08,81180,4.8,0.08,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,1.69
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Calderdale,381,E08000033,Secondary,4,1,3,25,75,-1.31,-326916,-6.8,0.24,-1.55,1,100,0.24,243529,-0.48,-0.83,0.06,0.01,0,-0.64,0,0.04,19.3
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Calderdale,381,E08000033,Special,3,3,0,100,0,1.4,467055,21.1,1.4,0,3,100,1.4,467055,1.39,0,0.06,0.58,0.01,1.33,0.01,0.49,6.64
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Kirklees,382,E08000034,All LA maintained schools,153,136,15,88.9,9.8,10.1,66042,4,12.06,-1.96,34,25,6.31,185498,10.1,0,2.12,0,0,13.7,0,2.21,249.84
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Kirklees,382,E08000034,Nursery,2,1,1,50,50,0.01,4624,1.9,0.02,-0.02,0,0,0,0,0.01,0,0.03,0,0,0.04,0,0.03,0.49
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Kirklees,382,E08000034,Primary,129,121,8,93.8,6.2,8.61,66725,5.2,8.94,-0.33,27,22.3,3.92,145290,8.61,0,1.44,0,0,10.24,0,1.53,166.68
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Kirklees,382,E08000034,PRU,3,2,0,66.7,0,0.26,86922,5.5,0.26,0,1,50,0.2,196658,0.26,0,0.08,0,0,0.23,0,0.12,4.75
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Kirklees,382,E08000034,Secondary,13,8,4,61.5,30.8,1.72,132065,2.6,2.33,-0.61,3,37.5,1.69,563413,1.72,0,0.43,0,0,2.85,0,0.4,65.19
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Kirklees,382,E08000034,Special,6,4,2,66.7,33.3,-0.49,-81655,-3.8,0.52,-1.01,3,75,0.5,165732,-0.49,0,0.13,0,0,0.34,0,0.13,12.73
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,All LA maintained schools,224,206,18,92,8,28.16,125721,6.2,31.55,-3.39,116,56.3,24.43,210643,24.39,0,1.32,0,3.78,31.45,4.77,1.27,452.16
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Primary,197,187,10,94.9,5.1,26.93,136712,8.7,27.29,-0.36,108,57.8,21.1,195378,24.23,0,1.02,0,2.7,26.83,3.21,0.99,309.19
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,PRU,3,3,0,100,0,0.06,20262,3.3,0.06,0,1,33.3,0.03,27198,0.02,0,0.01,0,0.04,-0.23,0,0.01,1.87
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Secondary,18,12,6,66.7,33.3,0.93,51497,0.8,3.23,-2.3,6,50,2.47,411391,0.14,0,0.27,0,0.78,4.27,1.15,0.26,118.15
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Special,6,4,2,66.7,33.3,0.24,40264,1.1,0.97,-0.73,1,25,0.84,838276,-0.01,0,0.02,0,0.25,0.58,0.42,0.02,22.95
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,All LA maintained schools,75,63,8,84,10.7,6.97,92876,6.8,7.17,-0.2,33,52.4,5.8,175660,1.9,5.07,0.74,0,0,8.29,0,0.74,101.77
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Nursery,3,3,0,100,0,0.17,55162,14,0.17,0,2,66.7,0.15,76053,0.06,0.1,0.02,0,0,0.19,0,0.05,1.18
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Primary,63,55,5,87.3,7.9,4.94,78476,6.3,5.08,-0.14,26,47.3,3.72,143211,1.13,3.81,0.67,0,0,5.98,0,0.63,78.54
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,PRU,3,1,2,33.3,66.7,0.12,40920,3.3,0.16,-0.04,1,100,0.16,159343,0.07,0.05,0,0,0,0.19,0,0,3.75
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Secondary,1,1,0,100,0,0.76,762704,9.3,0.76,0,1,100,0.76,762704,0.36,0.4,0,0,0,0.71,0,0,8.21
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Special,5,3,1,60,20,0.97,194151,9.6,1,-0.03,3,100,1,333053,0.26,0.71,0.04,0,0,1.23,0,0.05,10.08
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,"Kingston upon Hull, City of",810,E06000010,All LA maintained schools,37,33,4,89.2,10.8,7.23,195464,9.6,7.29,-0.06,23,69.7,6.05,262841,7.24,0,0.29,0,-0.01,6.46,-0.01,0.4,75.21
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,"Kingston upon Hull, City of",810,E06000010,Nursery,1,1,0,100,0,0.18,181022,29.8,0.18,0,1,100,0.18,181022,0.18,0,0,0,0,0.16,0,0,0.61
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,"Kingston upon Hull, City of",810,E06000010,Primary,27,25,2,92.6,7.4,4.1,152035,10.9,4.13,-0.03,18,72,3.82,212434,4.11,0,0.17,0,-0.01,4.1,-0.01,0.27,37.55
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,"Kingston upon Hull, City of",810,E06000010,PRU,2,1,1,50,50,0.27,133956,11.6,0.27,0,1,100,0.27,271078,0.27,0,0,0,0,0.29,0,0.01,2.3
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,"Kingston upon Hull, City of",810,E06000010,Secondary,4,3,1,75,25,1.79,447833,6.6,1.81,-0.02,1,33.3,1.05,1050797,1.79,0,0.07,0,0,1.06,0,0.07,26.97
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,"Kingston upon Hull, City of",810,E06000010,Special,3,3,0,100,0,0.89,295652,11.4,0.89,0,2,66.7,0.72,359326,0.89,0,0.05,0,0,0.85,0,0.05,7.79
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,East Riding of Yorkshire,811,E06000011,All LA maintained schools,136,122,14,89.7,10.3,8.93,65677,4.8,11.39,-2.46,60,49.2,8.12,135379,2.11,6.8,1.06,0,0.02,11.2,0.03,1.01,184.85
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,East Riding of Yorkshire,811,E06000011,Nursery,4,3,1,75,25,0.13,32745,6.7,0.15,-0.02,2,66.7,0.09,45217,0.08,0.04,0.02,0,0.01,0.16,0.02,0.01,1.95
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,East Riding of Yorkshire,811,E06000011,Primary,116,111,5,95.7,4.3,7.78,67095,7.2,7.97,-0.19,54,48.6,5.26,97431,3.91,3.88,0.79,0,0,8.51,0,0.73,108.18
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,East Riding of Yorkshire,811,E06000011,PRU,1,0,1,0,100,-0.13,-126900,-6.4,0,-0.13,0,0,0,0,-0.13,0,0,0,0,0.02,0,0,1.98
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,East Riding of Yorkshire,811,E06000011,Secondary,12,5,7,41.7,58.3,0.51,42096,0.8,2.63,-2.13,3,60,2.31,771355,-1.82,2.31,0.21,0,0.01,1.9,0.01,0.23,65.02
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,East Riding of Yorkshire,811,E06000011,Special,3,3,0,100,0,0.64,213292,8.3,0.64,0,1,33.3,0.46,456937,0.07,0.57,0.04,0,0,0.61,0,0.05,7.71
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,North East Lincolnshire,812,E06000012,All LA maintained schools,15,14,1,93.3,6.7,1.58,105271,11.4,1.61,-0.03,10,71.4,1.56,156112,1.58,0,0.12,0,0,1.83,0,0.19,13.81
201617,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,North East Lincolnshire,812,E06000012,Nursery,2,2,0,100,0,0.03,12891,4.1,0.03,0,0,0,0,0,0.03,0,0.01,0,0,0.05,0,0,0.64
